ID,Nombre,Edad,Género,Ubicación,Grado_escolar,Horas_de_uso_diario,Horas_de_sueño,Rendimiento_académico,Interacciones_sociales,Horas_de_ejercicio,Nivel_de_ansiedad,Nivel_de_depresión,Autoestima,Control_parental,Tiempo_antes_de_acostarse,Chequeos_del_celular_por_día,Aplicaciones_usadas_a_diario,Tiempo_en_redes_sociales,Tiempo_en_el_juego,Tiempo_en_Educación,Propósito_del_uso_del_teléfono,Comunicación_familiar,Horas_de_uso_en_finde,Nivel_de_adicción
807,Stacey Mercer MD,14,Mujer,Amyland,7,6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,Juego,6,6.6,10
808,Brendan Mcdaniel,13,Otro,Georgeton,10,4.5,6.4,61,7,1.2,10,6,5,1,1.4,121,15,0.9,0.7,1.4,Educación,7,6.5,8.3
809,Marcus Villanueva,13,Varon,Marieberg,9,7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,Redes sociales,1,9.2,10
810,Jesse Gonzalez,16,Otro,South Brandonfurt,7,4.9,6.7,52,10,1.3,9,3,1,0,0.1,67,10,0.8,1.8,0.6,Juego,8,6.1,7.5
811,Dr. Jordan Hamilton,14,Mujer,Williamsside,7,4.9,6.8,58,10,0,10,4,3,1,1.7,72,19,1.3,2.2,1.3,Juego,2,10.6,10
812,Elizabeth Horn,19,Varon,North Michaelton,12,4.8,9.1,75,2,1.4,2,7,7,1,0.4,103,16,1.6,2.4,1,busquedas,1,5.3,9.5
813,Ashley Ingram,19,Mujer,Sawyerchester,10,7.6,7.5,61,0,2.1,4,8,4,1,0.6,100,16,2.1,2.4,0.8,Otro,7,5.6,10
814,Jason Mccann,17,Mujer,Cynthiastad,9,3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3,0.2,0,Otro,5,4.8,9.3
815,Jennifer Cabrera,14,Otro,New Hannahmouth,11,5.8,9.7,90,3,0.7,9,2,10,1,0.7,133,12,2.5,1.8,1,busquedas,8,5.6,10
816,Sean Dillon,19,Mujer,Santiagofort,7,4.3,6.6,68,3,1.4,5,7,7,0,0.8,150,6,2.4,1.4,0,Juego,3,9.8,9
817,Dylan Brown,13,Varon,Lake Sharon,10,6.5,4.5,90,8,2.6,4,5,6,0,1.5,82,19,2.8,2.5,1.3,Juego,3,2,10
818,Amber Erickson,15,Mujer,Klineburgh,11,4.3,7.8,73,7,0,3,4,10,1,2,69,15,2.7,1.5,0.6,Educación,1,7.5,9
819,Lisa Smith,19,Otro,Carlsonview,12,3.5,5.6,86,3,1.6,1,7,3,0,0.5,65,8,0.5,1.2,0,Otro,2,7.6,5.3
820,Miguel Williams,13,Varon,East Brianstad,9,5.9,8.1,65,8,0.3,5,10,1,1,1.8,140,17,2.3,3.2,0.5,Educación,1,7.5,10
821,Veronica Kramer,15,Varon,Suzanneland,10,2.5,3.4,87,1,1.1,7,3,2,0,1.3,55,12,3.9,1.3,3,Juego,8,7.9,9.5
822,Peter Villa,14,Mujer,Frankborough,10,5.5,5.7,92,7,0.6,10,10,5,0,1.2,91,12,2.3,0.9,1.4,busquedas,1,3.9,10
823,Elizabeth Myers,18,Otro,South Nathan,11,4.2,6.3,51,1,1.2,1,1,4,0,0,27,8,1.9,1.5,0.4,Educación,8,10.6,6.6
824,Adam Young,16,Varon,Matthewstad,9,0,7.1,78,3,0.3,8,10,8,0,0.4,22,14,4,2.3,0.3,Educación,1,7.3,6
825,Evan Henry,16,Mujer,Bradfordstad,10,8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,Educación,9,5.8,10
826,Lisa Ross,17,Otro,North Jodi,7,6.1,7.6,75,8,1.7,5,1,9,0,0.4,69,18,2.3,0.5,1.4,Redes sociales,2,8.4,10
827,Wendy Huerta,14,Varon,North Davidhaven,10,4.4,6,98,9,1.8,8,5,4,1,1,95,14,3.7,1.8,1.8,Otro,3,6.8,10
828,Melissa Snyder,15,Varon,Penaborough,10,2.2,5.5,72,4,1.4,5,1,1,0,1.1,131,5,1.9,1.5,1.7,Redes sociales,4,4.7,6.5
829,Pamela Collins,15,Mujer,South Christopherville,12,7,8.2,68,4,0.6,3,5,7,0,1.1,148,17,3.5,2.1,1.3,Juego,1,5.4,10
830,Nicole Sanders,14,Varon,West Johnhaven,9,3.8,6.8,78,7,1.4,2,9,2,1,1.2,43,7,2,2.3,0.7,busquedas,2,8,7
831,Michael Garcia,14,Varon,Greenstad,8,5.7,6.2,99,3,0.5,6,10,1,1,1.2,36,6,3,1,0.7,Juego,2,6.4,8.5
832,Debbie Floyd,15,Mujer,East Ashleyshire,7,9.1,6,56,7,0.1,10,1,1,1,0,120,9,1.5,2.3,1.5,busquedas,8,3.4,10
833,David Newton,19,Otro,West Scott,10,2.8,7.1,64,1,0.1,4,2,4,1,0.8,109,12,3.1,1,1.6,Redes sociales,7,4.6,7.9
834,Dylan Spencer,18,Mujer,West Jared,12,2.2,6,83,2,1.4,8,1,6,1,0.5,92,16,1.1,2,1,Juego,5,4.4,7.3
835,Jason Smith,18,Mujer,Wardmouth,11,7,5.1,96,5,1.8,2,8,4,1,0.8,142,7,3,2.3,0.8,Otro,10,4.7,10
836,Kimberly Brown,16,Varon,Robertside,7,4.8,8.6,59,5,0.7,5,6,1,1,0.6,93,9,1.6,3,1.7,busquedas,8,6.2,8.8
837,Jerome Grant,15,Varon,Gallagherland,8,7.9,9.7,84,8,1.1,3,2,1,0,0.7,47,20,4.7,1,0.6,Juego,6,6.8,10
838,Kevin Wagner MD,15,Mujer,New Stephaniemouth,7,3.9,7,90,2,1,6,5,7,1,0.5,143,16,2.4,0.3,0,Redes sociales,6,5.2,9.2
839,Dawn Henry,13,Varon,Johnhaven,8,5.2,6.4,61,10,2.4,5,6,8,1,0.8,136,7,2.6,3.5,0.7,Educación,1,5.7,10
840,Michael Strickland,15,Varon,Jonesborough,12,5.9,7.4,84,8,0.6,10,2,1,0,1.5,49,12,2,1.7,0.2,Educación,10,4.1,9.3
841,Randy Hunt,14,Varon,Jennybury,12,2.1,4.6,57,1,1,3,6,7,1,1,86,13,2.3,2.1,0.8,Educación,9,5.4,8.5
842,Michael Maldonado,18,Otro,Lake Michael,8,4.3,7.8,78,8,1.6,6,1,10,1,0.9,42,19,2,0,0.8,Educación,9,7.6,7
843,John Fletcher,16,Otro,Jimenezside,8,5.6,6.9,96,8,0.5,10,1,1,0,1.2,87,17,3.7,0.3,0.8,Educación,10,6.5,10
844,Joseph Taylor,18,Varon,Lake Nicole,12,5,8.5,55,9,0.3,8,4,7,0,0.7,133,5,1.8,0.1,2.2,Redes sociales,7,6,6.3
845,Henry Acosta,19,Mujer,Greeneland,7,6,6.9,77,10,0.7,4,6,5,1,0.9,54,7,2.6,0.2,2.2,Juego,5,8.2,7.8
846,David Cox,18,Mujer,Gonzalezton,10,3.3,8.7,72,9,1.4,10,4,5,1,0,144,9,1.7,0.6,0.7,Educación,4,10.4,5.9
847,Daniel Rowland,19,Varon,East Jonathan,10,4.2,8.3,81,7,1.6,9,10,8,1,0.4,96,20,1.9,3.8,0.3,Educación,10,5.3,10
848,Samantha Castillo,17,Varon,Douglasport,11,5,7.1,74,9,1.7,9,9,5,1,1,66,18,3.1,2.2,0.2,busquedas,9,9.3,10
849,Frank Davis,19,Mujer,West Kelly,10,7.3,4.9,73,6,0.8,10,9,8,1,1.2,33,15,2.5,0.6,0.6,busquedas,3,7,10
850,Bradley Brooks,17,Otro,Port David,12,7,5,50,9,2.1,5,10,1,0,1.3,51,19,2.5,1.8,1.8,Otro,10,7.9,10
851,Patricia Mcfarland,18,Varon,Derekborough,10,3,3.1,66,7,0,3,6,9,0,1.4,33,20,3.4,1.6,1.2,Juego,6,5.5,10
852,Rebekah Martinez,17,Otro,South Maurice,7,6.1,4.6,85,4,1.4,5,2,7,1,0.1,39,5,2.6,0.4,1.2,Juego,5,5.8,8.6
853,April Patton,18,Otro,Port Michaelhaven,10,3.4,4.4,85,7,0.2,9,7,7,0,0,51,20,2.6,0,2,Otro,6,4.7,8.8
854,Kathryn Anderson,15,Otro,Port Katie,12,6.3,6.9,71,3,0.4,6,9,5,0,0.8,32,17,2.5,2.8,2.3,Juego,6,4.2,10
855,Michael Campbell,18,Mujer,Hicksburgh,9,4.7,8.6,73,7,1.4,10,6,8,0,0.7,115,10,2.8,1.7,0.9,Otro,6,7.3,9.2
856,Joseph Johnson,19,Otro,Parkerburgh,7,6.1,5.3,75,6,0.4,7,8,5,0,1.8,58,12,5,0.2,0.9,busquedas,4,5.3,10
857,Ashley Mathews,17,Otro,South Sandra,10,5.2,5.7,53,6,0.1,5,6,4,0,1.1,24,7,3.5,0.6,0.6,Juego,2,4.8,8.3
858,Derek Moore,14,Mujer,Candicechester,12,4.4,3,94,3,0,2,1,2,1,0.2,142,8,3.4,1,1.3,Redes sociales,7,7.3,10
859,Jennifer Navarro,16,Otro,West Gary,10,3.1,6.3,59,8,2.3,6,10,2,0,0.6,39,18,3.3,2.3,1.5,Otro,2,3,9.9
860,Felicia Prince,15,Otro,Zacharyland,7,6.1,5.8,99,7,1.7,8,7,7,0,0.2,66,19,4.2,0,1.3,Juego,7,8.9,10
861,Tracey Green,16,Varon,Ortizview,9,7.7,3.5,71,10,0,2,2,5,1,0.9,32,19,4.2,2.8,1.4,Juego,5,5.6,10
862,Joel Patterson,18,Otro,Jessicabury,8,8.1,7.8,84,8,1,2,5,7,0,0.9,53,10,2,0,0.5,busquedas,2,7,9.3
863,Ronald Robertson,15,Mujer,West Amber,8,5.3,8.8,99,9,0.7,4,9,3,1,1.3,119,11,0.7,2.9,1.8,Otro,4,6.2,9.1
864,Nicholas Brown,13,Otro,South Jose,7,4,6,51,2,1,4,6,3,1,0.3,113,20,3.7,1.9,0,Otro,4,7.4,10
865,Jennifer Chavez,14,Mujer,Robertside,11,4.5,6.2,97,6,0.8,3,10,10,0,1,90,7,3.1,0.4,0,busquedas,8,8.9,8.1
866,Sheila Powell,15,Varon,New Davidhaven,11,5.4,6.1,80,10,1.3,1,5,8,1,0.8,108,13,1.3,0.7,1.2,Juego,6,1.4,9.1
867,Melissa Johnson,18,Mujer,North Austin,9,5,5,77,9,0.4,7,1,8,0,0.4,124,9,3,1.5,0.1,Educación,9,7.5,10
868,Erin Green,16,Mujer,Jonesfurt,11,4.5,3.1,74,7,0.8,2,8,4,1,1.2,45,12,2.2,3,0.7,Redes sociales,7,5.4,10
869,Frederick Roberts,16,Otro,Port Ronaldmouth,9,2.9,8,76,0,1.6,4,7,6,1,0.7,128,5,1.5,0.2,0.7,Otro,4,3.6,4.2
870,Jeffrey Jordan,19,Varon,South Michael,8,4.5,8.7,100,2,1.9,5,10,5,0,1,127,6,2.7,2.4,1,busquedas,2,5.5,9
871,Jeremy Stone,18,Mujer,East Tiffanyton,9,7.1,7.7,99,10,0.2,3,1,9,0,0.7,96,13,5,1.6,1,Juego,7,6.7,10
872,Debbie Walters,18,Varon,Thomasville,12,5.4,9.2,57,0,1.6,3,5,3,0,0.1,66,14,1.7,0.1,1.1,Juego,6,8.9,6.7
873,Troy Stephens,13,Mujer,Port Joyborough,11,5.5,9.3,57,8,1.3,2,4,10,1,0.8,119,19,2.5,1,0.5,Juego,6,5.1,10
874,Savannah Taylor,15,Varon,South Colleenborough,12,1.9,6.3,61,1,2,7,3,5,0,1,26,20,1.6,1.7,1.9,busquedas,2,8,6.6
875,Mark Caldwell,18,Otro,Joneschester,10,3.7,7.1,64,0,1.4,3,10,5,0,0.9,148,16,2.1,2.8,1.7,busquedas,7,6.2,10
876,Samuel Johnson,16,Mujer,New Gregory,9,6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,Educación,4,4.7,10
877,Kristen Moore,14,Otro,East Alyssaside,9,4.5,5.6,95,3,0,1,6,4,0,1,27,18,2.6,1.8,0.8,Juego,4,9.2,10
878,Donna Wood,18,Otro,Stevenshire,11,7.8,8,61,1,0.5,1,3,2,1,1.1,89,18,2.9,0.5,0.8,Educación,1,8.8,10
879,Michael Johnson,16,Varon,New Lori,9,4.1,6.2,61,6,0.2,3,7,10,1,1.3,46,12,2.7,2.6,0.8,Redes sociales,1,4.4,9.6
880,Duane Rivers,16,Mujer,North Alexton,10,5,6.1,53,0,1.6,1,4,8,0,0.6,85,5,3.5,0.8,1.1,Educación,9,6.6,9
881,Robin Dougherty,15,Otro,South Jasmine,11,1.3,7.4,77,1,0,8,10,4,0,1.6,106,16,2.6,1.7,0.2,Otro,2,5.9,7.2
882,Bridget Santos,18,Otro,South Bobbyland,10,10.6,6.7,79,6,0.2,4,5,5,0,0.5,97,20,1,1.8,2.2,Educación,1,7.4,10
883,Autumn Walters,14,Otro,North Terry,9,4.7,5.6,65,10,2.2,8,4,5,0,1.5,125,13,3.3,0.4,0.1,Otro,10,7.9,10
884,Shelley Bass,19,Otro,Sherryburgh,11,7.1,3.8,91,7,1.4,7,4,10,0,1.3,67,5,2.7,1.2,1,Educación,1,4.1,10
885,Joseph Avila,18,Otro,Davidberg,8,7.3,3.5,83,9,0.7,5,8,6,0,1.1,20,19,2.7,0.9,1.6,Redes sociales,8,4.4,10
886,Evelyn Martin,16,Varon,Deborahfort,7,6.6,7,60,0,0.5,5,2,9,1,1.1,66,13,2.6,1.1,0.1,Redes sociales,6,6.2,10
887,Cheryl Castillo,18,Otro,Paigefort,8,4.1,5,54,1,0.2,7,9,9,1,0.7,31,11,3.1,0.9,0.7,Educación,8,7.7,8.4
888,Erika Dean,16,Otro,Margaretville,11,6.6,5.4,58,6,1.7,3,10,3,1,2.3,83,9,2.7,2.8,1.7,busquedas,6,6.2,10
889,John Sullivan,19,Mujer,Port Peterhaven,9,4.2,7.4,98,2,1.3,10,1,8,0,0.3,65,5,3.2,1.9,1,Educación,7,14,7.9
890,Angela Johnson,13,Mujer,Holmesburgh,12,8.2,6.9,50,6,0.9,6,7,1,0,1.2,22,7,1.4,0.7,1.4,busquedas,3,3.1,8.7
891,Nancy Anderson,14,Mujer,Lake John,8,6.5,4.9,90,10,1.6,8,7,4,0,1.1,46,13,3,1.3,0,Redes sociales,9,8.7,10
892,Melissa Griffith,14,Varon,Port Michaelfurt,10,4.3,8.4,61,10,0,2,1,8,1,1.1,147,9,1.9,1.1,0,Otro,10,4.2,7.8
893,Whitney Montes,16,Varon,West Taylor,10,4.7,4.9,90,1,1,3,3,5,1,1.8,101,12,2.1,1.6,1.2,Juego,6,6.4,10
894,Scott Glass,16,Mujer,Morrowmouth,7,6.6,5.4,51,3,0.7,2,3,10,1,1.5,114,11,2.1,1.9,0.9,Educación,9,4.1,10
895,Bruce Harmon,15,Varon,East Wayneland,10,5.6,8,70,6,0.3,7,10,8,0,1.1,128,15,2,2.3,0.9,Redes sociales,3,7.2,10
896,Andrew Martin,19,Varon,Phillipsfort,12,4.4,6.1,76,2,0.8,3,2,3,1,1.4,58,7,3.6,1,0.7,Redes sociales,8,6,8.5
897,Alejandro Jennings,19,Mujer,Kaylaport,7,3.1,5.7,53,10,0.4,3,7,5,1,0.5,46,16,3.2,2.1,0.5,Juego,3,4.6,9.7
898,James Barrett,15,Mujer,Mooremouth,8,4.3,6.7,93,8,1.1,2,10,9,0,1.9,74,12,3.1,0.2,0.5,busquedas,3,2.9,8.1
899,Joshua Mendoza,13,Varon,Parsonsshire,9,7.4,4.3,97,1,1.7,4,5,5,1,1.7,69,6,1.1,1.4,0.2,Educación,5,2.3,10
900,Gabriela Waters,14,Mujer,Kristentown,7,6.2,5.2,65,9,1,8,3,6,0,1,104,8,1.7,2.6,0.9,Redes sociales,1,6.2,10
901,Tiffany Mcdonald,19,Varon,Kingport,9,4.3,5.8,88,7,2.1,10,3,6,0,0.7,126,9,2.4,1.2,0.8,busquedas,3,6,9.3
902,Stephanie Weber,16,Otro,Deborahstad,12,6.5,4.7,71,5,0,7,2,9,0,1,138,13,3.6,0.5,0.5,Educación,10,5.2,10
903,Philip Romero,15,Varon,Garciaview,8,3.4,8.9,86,9,1.4,7,8,6,0,2.4,43,13,2.5,2.2,1.2,Juego,3,3.4,7.1
904,Eric Baldwin,16,Otro,East Heidi,12,4.9,6.8,56,1,0.9,2,7,5,1,0.6,86,11,2.8,2,0.7,Redes sociales,5,8.7,10
905,Tina Fuller,18,Otro,Heiditown,11,8.7,5.4,86,0,0.7,1,8,6,1,0.7,141,19,2.2,0.4,0,Educación,4,5.2,10
906,Phillip Goodman,16,Mujer,South Joan,7,8.2,5.3,65,6,1.7,3,10,7,1,1.3,90,10,2.6,1.7,1.5,busquedas,2,4,10
907,John Allen,16,Mujer,Margaretburgh,11,5.7,6.5,69,10,0,3,10,3,0,0.7,57,9,3,0.6,0.8,busquedas,10,8,9
908,Jose Wagner,13,Otro,Amandatown,12,6.6,4.6,80,9,0.8,3,4,3,1,0.8,144,6,1.4,2.3,0.8,Redes sociales,6,6.3,10
909,Franklin Russell,16,Varon,Mathisport,8,4.9,4.6,59,0,2.5,10,5,5,1,1.1,94,16,3.4,0.7,1.3,Redes sociales,1,5.7,10
910,James West,16,Varon,West Nicole,11,5.8,6.3,64,9,0.5,5,1,7,1,1.1,35,12,2.8,1.4,1.3,Juego,7,7.3,10
911,Cynthia Burke,19,Varon,Lake Holly,9,7.1,7,83,2,1.7,5,6,2,0,0.9,75,15,2.1,1.3,0.5,Educación,9,8.3,10
912,Margaret Thompson,14,Mujer,West Dominichaven,12,6.3,7.6,58,2,0.5,1,6,6,0,1.3,34,5,1.4,1.8,1.9,Redes sociales,7,5.2,7.4
913,Tony Bowers,19,Mujer,Rebeccaville,8,5.1,5.8,71,1,1.4,5,2,3,1,0.8,133,15,3.3,0,1.2,Juego,9,1,10
914,Chase Knapp,16,Otro,Ashleyport,10,9,7.1,73,5,0.4,9,5,6,1,1.9,29,19,2.5,2.5,1.1,Redes sociales,7,5.7,10
915,Dr. Travis Estrada,14,Mujer,Michelleburgh,7,4.2,8.1,78,1,1.6,9,3,7,0,0.4,110,11,4.9,1.3,0.9,Juego,1,2.2,10
916,Mrs. Andrea Figueroa,17,Otro,Jefferymouth,11,2.9,6.2,50,1,0.6,2,8,9,0,1.5,56,5,3,1.1,0.8,Educación,6,5.2,6
917,Michael May,15,Mujer,Jaredtown,11,3.1,4.6,90,9,0.9,5,3,5,1,1.5,85,6,1.8,3.1,1.4,Redes sociales,8,3.2,8.6
918,Timothy Taylor,15,Mujer,Thomasmouth,12,5.5,6.5,67,10,0.9,10,2,4,0,1.8,120,14,2.8,1.1,1.8,busquedas,7,3.9,10
919,Shawn Finley,19,Mujer,Lake Kelly,7,6.4,5,74,1,2.3,1,4,5,1,0.9,66,16,1.9,2.6,0.7,busquedas,4,7.6,10
920,Kenneth Carlson,15,Mujer,Madisonstad,11,6,7.7,97,6,1.8,2,10,6,1,0.8,144,13,2.3,2.4,0.7,Otro,3,6.2,10
921,Holly Massey,14,Otro,Port Benjamin,9,4.4,7,91,6,1.4,4,7,5,0,0.3,104,11,4.2,1.5,0.8,Redes sociales,6,5,10
922,Mrs. Alisha Moore MD,14,Varon,Marshalltown,10,9.3,6.8,94,0,0,5,2,1,1,1.2,97,12,3.1,0.1,1.2,Otro,1,5.7,10
923,Daniel Walton,13,Mujer,Emilyborough,8,3.8,8,70,2,1.8,4,1,1,1,1.6,70,20,4.2,0.9,1.2,busquedas,5,8,10
924,Marisa Bryant,17,Mujer,Sharpport,9,8.5,5,61,10,0,10,5,1,1,0.4,76,18,3.2,1.6,0.8,Juego,5,4,10
925,Zachary Russell,14,Otro,Port Carolineborough,9,2.7,5.7,76,5,1,1,8,6,1,1.1,60,14,0.9,0.6,0.9,busquedas,9,6.1,5.4
926,Deborah Mendez,19,Varon,West Charles,12,5.7,4.8,64,1,1,9,10,8,1,2,106,13,4.5,1.5,0,Educación,5,8.6,10
927,Michael Richard,19,Otro,New Robin,7,5.3,6.9,51,0,0,9,9,4,1,1.4,143,10,2.1,1.6,1.5,Juego,4,3.5,10
928,Kayla Jenkins,19,Mujer,Andrewtown,9,7.9,5.1,91,2,0.1,6,5,4,1,0.7,116,13,3.1,0.4,1.8,busquedas,10,3.5,10
929,Mark Thomas,19,Otro,Lake Nicolefurt,7,7.4,7.6,58,5,0.3,9,7,6,0,1,129,8,4.3,0.1,1.1,Redes sociales,4,4.2,10
930,Nina Humphrey,13,Varon,New Carlabury,7,8.4,7.7,100,1,1.9,8,3,10,1,1.6,47,14,3.4,1.5,2.2,Juego,1,4,10
931,Alicia Ayala,16,Otro,Conradland,11,2.8,6.9,77,2,1.9,8,7,4,1,1.8,93,5,1.8,3.5,0.5,Otro,2,7.8,7.5
932,Kevin Page,19,Mujer,Brownport,10,6.8,8.6,73,6,0,6,5,6,1,0.9,66,20,2.3,1.4,1,Educación,2,5.5,10
933,Edward Palmer,14,Otro,Port Stephen,11,5.1,3.4,96,3,0.9,2,3,3,0,1.3,104,13,2.9,0.3,1.3,busquedas,10,3.3,10
934,Walter Howell,16,Varon,Shannonport,7,5.8,5.3,99,6,0.8,2,4,5,0,0.4,41,18,2.3,1.6,1.5,Juego,10,4.1,10
935,Timothy Adams,13,Otro,New Larry,9,6.1,7.2,72,8,0.3,6,2,9,0,0.9,140,8,1.4,1.8,0.3,busquedas,3,4.7,10
936,Devon Coffey,15,Otro,Mcculloughville,7,2.7,4.5,100,10,1.2,2,10,1,1,1.1,116,12,3.2,0.2,0.2,Redes sociales,4,1.9,8.6
937,Richard Smith,18,Mujer,Michaelchester,7,7.4,5.4,83,7,1,8,8,7,1,1.4,75,17,1.6,1.2,2.1,Redes sociales,4,6.5,10
938,Karen Lynch,16,Mujer,Jacobville,11,0.9,6.3,85,3,2.5,6,7,8,1,0.6,36,8,2.5,0.5,1.9,Educación,5,3.3,3.1
939,Jeffrey Davis,16,Otro,South Marie,11,3.5,6.6,74,6,2,10,7,1,0,1.1,126,10,2.2,0.9,0,Otro,1,5.1,7.8
940,Reginald Calhoun,13,Varon,West Cody,10,0.9,3.8,79,0,2.4,8,7,1,1,0.8,72,18,1.6,4,0.5,busquedas,1,6.6,9.6
941,Anthony Smith,16,Mujer,South Dalehaven,11,6.1,4.5,83,4,1,10,10,7,0,1.4,41,20,2.2,1,2.1,busquedas,7,5.5,10
942,Anthony Allen,15,Otro,Port Austin,10,3.4,9.2,81,8,0.8,2,6,6,0,1,112,14,3.6,1.6,1.6,Juego,2,6,9
943,Michael Wilkerson,15,Varon,New David,12,3.9,9.1,100,8,1,9,1,3,1,1.1,116,8,3,1.2,1.9,Otro,8,8.9,7.5
944,Jackson Martinez,15,Otro,Walshbury,12,5,8.7,84,0,1.4,10,3,9,1,1.6,117,14,2.5,0.9,0,Otro,3,6.4,9.2
945,Amy Fox,15,Varon,New Shirleybury,9,7.8,6.8,98,2,1.4,10,9,3,1,0.8,39,18,1.1,0.8,1.8,Juego,8,6,10
946,Mr. Mitchell Smith,18,Mujer,New Phillipland,8,1.3,7.7,79,7,1.2,5,6,1,0,1.3,104,10,2.4,2.7,1.7,Redes sociales,1,9.9,6.6
947,Jeffrey Jones,13,Varon,Baldwinborough,10,8.7,7.3,66,0,1.9,6,1,9,1,1.2,95,15,3.2,0.7,0.4,Otro,2,8.8,10
948,George Lewis,14,Mujer,Port Cindy,7,4.2,4.8,56,0,1.3,6,3,7,1,1.2,115,14,2.4,1.9,2,Educación,4,9.4,10
949,Thomas Schneider,14,Otro,New Jessechester,12,5.1,10,95,7,1.7,10,2,7,0,1.1,67,8,2.8,1.6,1.9,Otro,2,5.6,7.4
950,Jeffrey Ramsey,16,Mujer,Lake David,8,3.5,5.3,57,0,0,8,3,10,0,0.8,47,19,2.8,1.2,1.6,Redes sociales,10,5.6,9.6
951,Paul Jenkins,16,Mujer,North Michael,7,5.8,6.6,63,9,1,2,2,10,1,0.2,48,10,0.6,1,0,busquedas,4,4.7,7.1
952,Emily Flynn,17,Otro,Franklinville,12,5.8,8.4,73,4,0,1,10,3,1,1.1,67,6,2.1,2.6,0.4,Juego,10,7.1,8.8
953,Ashley Lee,19,Otro,Kingberg,10,3.8,7.5,63,7,0.8,6,5,5,1,1.5,83,20,2.9,0.9,0.2,Redes sociales,6,4.7,9.5
954,Sheila Hart,18,Otro,East Carlosmouth,8,5.9,7.6,59,0,1.5,6,1,1,1,1.5,129,20,0.4,1.3,0.9,Redes sociales,3,6.9,10
955,Joan Aguilar,13,Otro,Lake Anthony,12,5,6.6,97,8,0,2,8,6,1,1.1,116,14,2.7,2.7,0.2,Educación,7,4.8,10
956,Dominique Allen,17,Mujer,Tylerhaven,8,2,4.1,95,10,1.3,7,6,2,1,0.7,38,7,2,3,0.7,Redes sociales,1,6.4,7.1
957,Lindsey Hawkins,15,Varon,Cruzhaven,12,4.6,4.4,88,4,0,4,3,5,0,1.2,45,15,3.5,1.6,0.3,Redes sociales,10,2.2,10
958,Shelia Robinson,14,Otro,Youngbury,9,2.4,6.3,87,0,0,4,4,7,0,1.7,89,5,2.8,0.3,1.8,Educación,3,3.3,5.1
959,Angel Morris,17,Varon,Lake Coryville,9,5.4,7.1,100,5,1.4,10,2,4,1,1.3,58,6,2.2,3,0.5,Otro,2,7.1,9.4
960,Richard Henry,16,Mujer,Port Jamesstad,7,3.7,7.3,62,1,1,8,4,10,1,0.1,108,5,1.8,1.7,0,busquedas,3,0.1,6.7
961,Louis Cline,14,Otro,South Rhonda,9,2.4,4.6,80,3,2.1,6,3,8,1,1,22,6,4.7,2.6,1,Otro,4,3.2,9
962,Tamara Rogers,18,Otro,Candacefurt,8,4.7,7.7,97,1,0,7,10,10,0,0.8,107,18,1.9,1.5,1,Juego,6,4.1,10
963,Timothy Smith,16,Varon,Michaelburgh,11,6.9,6.6,76,3,0,3,8,3,1,0.6,24,19,0.9,1.5,0.8,Otro,6,7.2,10
964,Mr. Jeffrey Park,13,Mujer,East Felicia,9,3.7,6.1,82,0,3.1,9,2,5,0,1,119,14,2.7,0.5,1,Juego,3,5.6,9
965,Roberta Hoover,16,Otro,Jamesshire,9,4,6.7,57,10,1,9,10,9,1,1.1,123,20,3.9,1.5,0,Educación,9,7.7,10
966,Deborah Shelton,17,Mujer,North Brianberg,11,3.7,6.6,56,5,0.9,4,8,1,0,1.1,108,20,3.5,1.6,1.2,busquedas,10,3.3,10
967,Vanessa Williams,17,Otro,South Stevenport,10,4.2,6.6,85,1,0,1,1,8,0,1.1,46,16,4.9,0,0.5,busquedas,4,4.4,9.9
968,Joshua Sullivan,13,Otro,Millerberg,7,5,6.9,78,8,1.2,4,8,6,0,0.9,75,13,1.7,0.5,1,Redes sociales,7,6.6,7.8
969,Heather Caldwell,16,Otro,West Russellshire,8,8.7,5.7,65,2,0.7,6,7,1,1,0.7,38,17,3.2,0.8,1.8,busquedas,6,6.6,10
970,Andrew Bray,13,Mujer,Mahoneyland,10,4.2,6.3,90,8,2.6,9,4,5,0,0.4,59,8,1.8,0,1.8,Redes sociales,10,10.8,5.6
971,Amy Duncan,17,Otro,Georgeberg,11,3.8,4.6,93,5,0.2,3,2,8,0,1.8,64,5,2.2,3.4,0.4,Juego,7,6.7,9.4
972,Steven Estrada,18,Otro,East Wanda,12,4.4,7,61,1,0,6,4,10,0,1.3,110,20,0.7,0,1.7,busquedas,8,0.2,7.8
973,Olivia Haynes,15,Mujer,Scottton,8,4,7.5,51,8,1.5,10,6,10,0,0.7,47,8,1.9,2.7,2.6,Redes sociales,8,5.4,7.4
974,Francisco Henry,15,Varon,North Lauren,8,5.1,5.1,57,9,2,9,8,9,0,1.2,20,9,3,0.4,0.8,Otro,2,3.7,8.2
975,Michael Lowe,19,Mujer,Gregoryside,12,4.8,5.6,84,5,1.4,7,10,3,0,1.9,95,8,2.3,2.5,0.9,Otro,8,11.2,10
